text,
 Clan tournaments I really love this game 1000000000000000000000% and this will make it 100 times better if there was clan tournament where your clan practises fighting each other for clan wars. This is what happens. You have a button down when you tap on the clan castle down like where you are upgrading it. Then  when you press the button it says are you sure when you press yes you sign in for a clan tournament you get 1 hour to train troops then when two people are online and they have signed in they fight  troop vs troop. The winner that kills all the enemy troops wins 1000000 gold and elixir and the loser wins nothing they can only play 2 times a week there is no time in the battle  and it has to be a fair fight for next update plz do it supercell plz,
 Fix please Game freezes up right after I complete the very first statue puzzle.,
 Love it So addictive! Really enjoy it. Only thing I don't like is that its too easy to click on the wrong thing and lose valuable diamonds. Wish there was a 'are you sure' option on 'spending' diamonds.,
 Awesome game first play Well the game is awesome but weird,
" Wtf, I can't even play the game Me and my brother do not want to share the same village, I've tried to disconnect but nothing is working. I've made several new Game Center accounts and they have not worked or helped me in any way. I've made my decision, I hate this game and will not download it again unless my problem gets fixed",
" Needs an update please It won't let me buy credits, it says the transaction has already been made but it hasn't. Really needs an update <f0><U+009F><U+0098><U+008A>",
 Stahp opening on me for no reason I only downloaded this app to hopefully stop being redirected to it every 3 minutes but it doesn't seem to have done much. Whoever designed it to be like this is an oxygen thief. Boo-urns,
" Fun game A little time consuming but none the less a very fun game, my GF hates that I'm addicted to it lol...",
" Great Great game, shame about the cost of gold, but great",
" FUN BUT EXPENSIVE!! This is a fun game but having to buy diamonds is expensive why can't we use coins to unlock toolboxes??  Why must we have to keep purchasing and wasting money on diamonds we should be able to use coins.. Should be able to buy tom ""errand boy"" with coins also",
 Fun Fun,
" Offensive. Its terrifying that today in society a game that includes a murder and autopsy is considered fun. Definitely not suitable for children, this app should be for 18+ Or deleted altogether, this sort of violence gives unstable people bad ideas.",
 Josh The best,
 Ok Takes a longggg time to load,
 Good slots Yes they are,
 Fsjejfb Best game very addicitive,
" Really ? People only rating this game 1, 2 or 3 stars . You're out of your mind . Best game ever u people are way to picky its a free game jeeze",
 Farm game Really fab game worth getting x,
 Pula Great,
 Buttcrack Cool game I like it,
 Miss Great addictive game,
 Do what the other guy said When it says checking location keep tapping the right corner then it should work like. It has for me.,
" Love it! Hate the three day wait to unlock the next case, other than that so addictive and really clever!",
 Cool I really like it. It's fun to play,
 Great fun Easy to follow and good fun,
 Developers please help!:/ Absolutely love this game but recently the game keeps force closing on me. I've played multiple times before with no trouble. I have an iPhone 4s and I'm updated to iOS 7 please help!,
" Good but not perfect I like the game style, similar to a TD game. The only problem is the high imp costs, 3rd builder for 800 crystals!",
" DONT DOWNLOAD All the developers want is money. Constant advertisements. Take clash of clans. They have very expensive prices for gems but at least you can play the game without all these ""special offers"" which just try to rip money off you. Do not download unless you are prepared to spend your life savings on the thing.",
 Love it I love this game is so addicting,
 Not good The usual high standard of incompetence....app will not load anything remotely television like...,
 Great game Great little game,
 Addictive Good fun but can be frustrating,
 It's ok. Had a few glitches when making purchases and ended up paying twice for one purchase. This has happened a few times. Wait time on some things is just way to long. And why is there a progressive insurance banner on my farm. I didn't get this app to have adds for insurance put infront of me.,
 Love this game Love this game,
" I love you guys Before I was just played sometimes but since last 1 month, I dont know why but I was getting fall in love with this game and now, u made 'Seoul' tour!!!! Which is my home town!!!! So fantastic guys! Im really really happy with this update. Thanks guys again :D",
 Get prepared to lose hours!!! So addictive!! Can't stop playing! Good that new lives are renewed regularly enough that you can continue to play without paying!,
 Fun This is a gd game,
 Bocy Vsrb fayibdt vsyhlpovdat. Gdayjbdj,
" Good game but there are some glitches Really enjoying the game and the strategies involved to progress. Really takes the ""bejeweled"" style game to another level!! But Creators can you PLEASE fix the glitches in the game. For some reason my star scores aren't being added and I can't ""visit"" the wizard since entering Gallikin land. They are staying on 5 or 6 even though I've progressed up 3 more levels. Also even though I'm on my FB account it doesn't sync my game achievements to my other devices, even when backed up to iCloud etc.",
 Could be better Why is it when I always play it on my iPad then I decide to play it on my computer I had to start the game from the beginning I should be able to play on eat her and be at the same level and pick up where I left of.,
" Network Error Worst app ever. 0 stars (have to rate at least 1 unfortunately).
Almost constant 'Network Errors', often followed by time outs/loss of match (not my phone, everything else uses network fine when this app can't).

If you want an app that makes you want to smash your iPhone into tiny little pieces from frustration, then this app is for you.
Shame because the game itself is really good...",
 I love to play I feel like I'm really a farmer taking care my farm and doing my business. I enjoy a lot. Although I wish we could have the FarmVille 2 be allowed on iPhones and iPads also so would be much quickly for as to transfer ours waters and produces between farms instead we have to go to a PC to do it.,
 Yep Sssoooooooo must get its just 1 of those iPod games that just work,
 Awesome game Awesome game lots of cool games I love it also big wins in games,
 Game reset Thoroughly enjoyed this game until I opened it today and it had reset to level one. I was nearly at level 400! Livid.,
 Brilliant zombie game Fun hard to start but when you get used to it a lot of fun good graphics and gameplay,
 Casino games Love all the games and the new ones keep  coming thank you,
 App The angry birds app keeps crashing on my iPhone 3GS.,
 Lol AWESOME i really want to earn more money faster and have alot of great lux items plzzzzz keep up da updates coming its AWESOME he MINIMOG ARIX CODEMAN AND HEALBOT USMC STIG.,
 Instie :) Kristie_baker,
 Wish this had more updated often <f0><U+009F><U+0098><U+008A>,
 Sc <f0><U+009F><U+0098><U+00A9><f0><U+009F><U+0091><U+008C><f0><U+009F><U+0091><U+008C><f0><U+009F><U+0091><U+008C><f0><U+009F><U+0092><U+009C><f0><U+009F><U+0092><U+009C><f0><U+009F><U+0092><U+009C>,
 Top slot Top game of the hot list.great variety and titanic payouts.,
" Addictive Game This game is so addictive, I can't get enough of it. Love this game!",
 Good Good,
" Unhappy I've been unable to get into doubledown casino 
For months. I'm on Facebook ,my iPad has been updated to iOS 7 and I still can't get into said game.If I didn't have so much money to spend I would delete this game.",
" Keeps crashing I've suddenly been reduced to level 1, and I'm unable to do anything at all. I was about to finish the event, but I have lost EVERYTHING and can't even move the screen focus.",
 Free gold Whoo whoo free gold!!!,
 Good fun game Good times! Challenging friends to a game of poker in the pub!!,
" Love these games All of these games on here are fab, so addictive
And also good banter with other players
Spend the cash with ease and no worries of financial ruin lol",
" Great Game i love this game, it is very fun but now when i click on level three my game just stops and closes down :(",
" Hay Day Please, can you help i hav,nt been able to get onto Hay Day since 31st August, can you please sort out why my game has stopped and let me know how i can fix it please, please, please. Can you contact me and tell me what I can do to get my game going again ASAP please",
 Just Love It!!! Really enjoy playing just wish I could win more hopefully my luck will change!!,
 This is the app!!! I think this is a game for 7 and up and I really like how they move to city's it is really cool and I like how you can dress your person. If you we're 7 years or over get this app.,
" OMG I love this game. Before I got it and the ad popped up so many times i saw the game as a terrible game that younger children would play. I eventually got sick of the ads popping up so I downloaded the game and only then I realised that I loved it and I got addicted to it. There is one slight problem though. I am on level 24 and I have just started saving to open the mine. The problem is that I need 21 000 coins to open it up. That is a big jump from the 14 000 for the boat. If these prices could come down that would be great because I am sure that not everyone has a million dollars stashed for when you have to open something. I also have a couple of suggestions, could the game be able to connect even when I have no wifi or when you don't have wifi you can't visit other farms or read the newspaper, be able to find friends not just through Facebook (because I don't have it), there be a section in the newspaper where you can search up an item that you would like and there would be all of the farms that have it on sale,have Tom all the time and not pay diamonds to get him, having cocoa beans and a chocolate machine so that you can make different types of chocolate and that when you level up you get a certain amount of things like axes,TNT,shovels, saws,nails etc. Thank you for taking your time to read my review and hopefully there are more exciting updates to come",
 Great Very addictive .. Excellent game.. Bad for battery life tho ... Can't put it down... Great to while away the hours..,
 Good Very good game lose time a lot of exciting,
 Awesome Love this game.,
 Great Great game so fun,
 Farmville 2 Super fun game but kills my cell phone battery really fast!!,
 GEMS WHY SO MANY I like the game but you need to many gems for every purchase so why bother,
 AMAZING! It's so addicting! I just can't put it down!,
 Addicting Don't play if you're prone to addiction.,
" QUALITY This game is brilliant so addictive, it's the first thing I look at in the morning and it's something that you can keep going back too all day, been playing it for nearly a year now and still not bored of it!",
 Good Games Excellent slots but keeps on taking too long for reels to stop resulting in messages popping up all the time...Lobby or Continue.....very frustrating....,
 Best game I've played so far This game is feeling awesome!! I definitely recommend this to any game freaks..,
 Lexi So addictive,
 Fun Fun,
 Sick Game is good but it took me ages to get 15k and next time I went on the game it was gone,
 Slots Excellent game,
 Ummmm.... I'm not exactly Ure what to say about this app I love vein able to wayh stv portably but you still have to watch the adverts as it dosnt let you skip them I find this really really annoying its gotten worse recently used to he three now its seven,
 Good All good,
 Great Great,
" Awesome and addictive The game is the fun and I really enjoyed playing it. It can be very addictive especially when you first started it... The only problem I have I had was I used up my diamonds (maybe around 29  diamonds) accidentally by clicking the thunder sign all the time, its mainly because I have big fingers or I m very excited to harvest all them crops, bake, loom, using the feeding machines.. Other than that it is a good family fun game! 

Rooms for improvement: Maybe try to put the thunder sign somewhere else but nearby...? :)",
 Subway surfers It is the best game ever,
 Yeah Love it,
" So addicted! Can't get off this game but definitely needs some improvements. If we get married the next update should be that we are allowed to have kids. We also should be able to write our own tweets, why should Willow get away with saying rude things to us when we can say something witty back.",
 Game Great,
 Energy / experience / babies It takes too long to gather energy and what if you do not have a Facebook account or no friends on the game centre then half of the items you will never be able to access. You should be able to purchase experience in some form it takes way to long to level up and hopefully you're working on bringing babies into it.,
 Angry birds Great game,
" Freakin amazing Love this game
Suggestions

Shorter time waiting for energy

More important tasks

Designing clothes ourselves?

Have children

Interact with husband/ wife more like have actual conversations

Rest of kardashians and jenners",
 . Good,
" Rubbish Couldn't even use it! Said 'Checking Location' for about half an hour even on the wifi! Gave up, wouldn't bother with it.",
 Farm up The best farm game it's so addictive love it!! <3,
" a real blast Love the game. I unlocked the roulette exclusive bot. He's basically Noisy boy with Midas's heavy attacks. I wouldn't waste too much time trying to get Zeus though. He's the equivalent of 40-50 real world dollars. There will be a lot of farming for everything, just as a side note.",
" So addictive Kept me occupied for ages now. Really addictive, great game",
" Hmmm... >:( It looks like a fun game to play but the worlds are either full or offline, am I doing something wrong? :( If not, please add more worlds so the newbies like me can have a go at the game! kthnxbai.",
 Good game It's a good game one question is it online if not UPDATE,
" game It's really good game! but , you should probably add more cash somepeople are probably broke. :/ and make some places more cheaper! and add more K cash!",
 Perfect This is a great game a bit laggy but that's probably my phone but wow is this game good,
 Fun Having lots of fun.,
 Crap Crap,
 Little raiders Awesome game,
 Good game Yes,
" Taken 2 years of my life I play it everyday, it can easily be played and enjoyed without spending a penny. I love it.",
 Please fix the problem I love this game but since last update can't play. Game won't open. Very frustrating. Please please fix it.,
" App closes when phone rings I would have given 4 stars but when I am playing and the phone rings, the app closes and my score isn't saved. It would be preferable for the game to pause instead",
 AmaZing Love it!!,
 Hours of mindless fun This game provides hours of mindless fun. Enjoy!,
" Annoyed I can't gain anymore fans, when I have an event and I get the feedback it doesn't come up with the fans that you would normally gain",
 rose Used to be really good. Now its dead boring. Love (not) how the wind up music to bonus rounds plays AFTER you see you've missed out AGAIN!   I'm outta here ....,
 So fun Love this game so much,
" Not bad Just started playing, it's not to bad so far. Pretty entertaining",
" Best 1st Player Out Out There Love it! Controls are easy to use. Appears easy, but gets difficult as it progresses .",
" Updates!! Love the updates & the fact that my suggestions are being added <f0><U+009F><U+0098><U+008A>.. I should totally be on board as a payee lol.. Ok, few more ideas.. So, I love the private jet idea! Too bad I can't afford it <f0><U+009F><U+0098><U+0094>.. Here's a tip! For those who can't afford cars or private jet, how about a car service?? Sounds cool right!? Bc I'm the fashion icon of the yr & I'm still catching the bus <f0><U+009F><U+0098><U+00A9><f0><U+009F><U+0098><U+00A9>.. & can we visit our Husband at his job? Or can he just follow us to our events too as well.. & for futuristic ideas we need a BABY! You can add maternity clothing to make us look pregnant! And we should be able to tweet from our events.. It's no fair that our frenemies can but we can't.. So these are just a few suggestions.. Thanks doll <f0><U+009F><U+0098><U+0098>",
 4 stars Boring but also fun,
 Fun Game! Enjoy the game but agree there could be a want board and upping the storage is too hard. Other than that I love the game!,
" Great game, but... Five thousand dollars is written '$5000' not '5000$'. Everything else about this game is awesome but for dollar rewards put the dollar sign in front of the value.",
 UPDATES!!!!!!!! I think that this game needs like a daily reward that you get every day like everyone there should be like elements of barracks or something like that oh and I think that if your base is full you can expand you land or whatever and I think there should be like a troop a lady troop that has powers of nature and that troop you can buy is right after P.E.K.A what about new SPELLS!!! There should be a rise from the dead spell that cost gold and elixirs oh and what about a lady troop that freeze whatever she hits every two hit thanks plzzzzzzz it will be a miracle,
 :/ Ok here it goes i had this game for like 3 months and i got addicted to it and I was thinking about it at school and I couldn't sleep this game puts to much pressure on you and messes up your life im sorry :(,
 Great Great,
 Amazing Just amazing,
" BoganSamurai Pretty cool game, close all other apps before playing to stop crashing!",
 Great fun !!! Great fun !!!,
" Time <f0><U+009F><U+0091><U+008E> It takes too long to get energy. Also it's quite hard to get stars and the best clothing there is, you have to use stars to buy it.",
" Could be better The games fun and exciting, but it's needs a couple more tweaks, needs to be reformatted for iPhone and iPad, also you can't even buy cards with Clintz unless someone's selling them, I remember when you could purchase fresh packs with Clintz instead of only just Credits, but like I said it's still fun and entertaining, just could be better.",
 This game is awesome Look guys this game is so good but if you can do some updates on it it will be the best game ever It will even beat clash of clans,
 Addictive Love this game!!,
 Awesome It's an awesome game just not very addictive.Its not as good as angry birds rio thpugh,
 What enhanced graphics?? The game still looks the same. Please make characters look better.,
 Farmer Addictive,
 Clash of clans Wow wooooooow,
 Gg Good game,
 Great and addictive A game that is not totally reliant on customers money,
 Doesn't load Would actually give a proper review if I could actually get the game to load even once. Have installed and tried to play 6 times and it has crashed each time. Well done. Deleted,
" yawn snoozefest, even though i loved the original.
very long loading times between screens, its painfully dull

EA just keep on grossly misunderstanding mobile gaming, whilst the nimble supercell are cleaning up.",
 Game of War Very interesting game. Good learning game for History buffs. Time consuming but fun. Very enjoyable.,
 Sick as Fun funny fantastic,
" Worst app of all time This ""app"" is probably one of the worst apps so far. You cannot rewind or fast forward the programme and after sitting through the repetitive advertisements the programme has sound but yet no picture. So if you cancel your view and restart you are brought back to the very beginning for the programme and if you wish to start off from were you left you are forced to watch the very same advertisements again. It really a waste of time to download this app.",
 Great game Awesome fun,
 awesome awesome game,
 AWSOME! got the game today and already addicted To it great game worth downloading 10/10,
 Big Fish Casino I enjoy this casino app and continue having a great time. Thank you for the fun,
 Yay It's a great game when your bored love it,
 Was good but not Like what you have done exclusive robot and the trophy room but pls sort the lag it lags so much I even deleted games to reduce lag but it won't go and I have 18.8giga bytes on my iPod,
 Adverts ruin it Deleted due to adverts,
 GREAT GAME!! Its fun and entertaining yet mind tactics are needed!,
 Plumber crack This game is really good and I love the way the graphics are so good cos on ma bb the graphics on free games aren't very good!!!!!,
 good very  good,
" Internet connection issues making raiding impossible I will ""lose connection"" to the Internet every time I search for a raid. Sometimes, I will lose connection during a raid, and i relaunch to find I have lost a considerable amount of trophies. There is a net issue that needs addressing.",
 Addictive Weirdly can't stop playing,
 Time waster It starts off too hard to continue playing. Could have been south better if it gave you more to do at the start other then wait for your energy,
 Cool Cool,
 Mitchell(1999) A well balanced game. It reminds you of the real thing and plays like the real thing. I like it,
" I love it This is a great game I love it.but I'm asking if you could make it in Boston and make snow and maybe In Australia.
But one of my favorite so <f0><U+009F><U+0098><U+0084><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+009D><f0><U+009F><U+0098><U+0086><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><U+2764>",
 Incredible game Best game I've played in a long time. The developers did a terrific job with it!,
" Please read supercell!!! 3 new ideas defence dark barracks and spell! Congrats on 2 years, I have been playing for 1 and a half years. I've gotten half my school into the game and they are, HOOKED to it. The new spell should be like a target chooser but only the troop type you choose in your attack and they all go for it. Lvl 1 you can choose 20 of the same troop to move. Lvl 2 could be 25 troops move. Lvl 3 30 troops move to the target. Make it so you upgrade your spell factory to lvl 6 but you can't add another spell, so still 5 spells max. Lab cost for upgrade 8 million. To upgrade spell to lvl 2 costs 5000000. To upgrade to lvl 3 costs 8000000 elixir. Also new dark barracks troop it can in stealth mode when on low health like 20 health. It has 500 health it takes up 15 room it's attack damage is 100 per second after it heals itself up to 100 health and can't do it again. It costs 3250000 to upgrade dark barracks and adds 15 room to it max lvl is lvl 1. It costs per troop 300 dark elixir. Also new defence, spotter short range unlocks at lvl 10 town hall max lvl 1 costs 4000000 gold and you can buy 4 and it's 2x2 room it does 15 damage per second and can affect only that dark barracks troop and pekka and golem (increase hit points of those 2 by 150) it is only single target but very good. Please please please read this supercell and consider it I hope you do. I really love playing this game!",
" Help! I thought the game data would have been synced with Game Center but when I reinstalled the game (due to glitches), everything was reset.. I kinda want my money back coz I've paid for a bit of stars.. Ok so the glitches I'm experiencing are: 1. I can't call in-game contacts to come for my photo shoots.. The only available contact is my game center friend and they're dating me, so no professional rewards! 2. I can't watch videos to get free stars or money anymore.",
 Awsome It's awsome,
" Ace Such a brilliant game, so addictive",
